# distance(pc) r21 r21err co21(Jy/b.km/s) peak(Jy/b) disp(km/s) w1(Jy/b) w2(Jy/b) w3(Jy/b)
6.977536345511591207e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.060963724739849567e-03 6.088094087317585945e-04 1.093613798730075359e-03
7.173460486176243649e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.354341511614620686e-03 7.285471656359732151e-04 1.136446837335824966e-03
7.371768948813706629e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.342706546187400818e-03 1.183131011202931404e-03 1.255592564120888710e-03
7.572274408636604676e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.258712753653526306e-03 2.120866440236568451e-03 1.410997705534100533e-03
7.774806891801277743e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.878820247948169708e-03 3.462895983830094337e-03 1.521554891951382160e-03
7.979212047139837523e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.263178333640098572e-03 4.728680476546287537e-03 1.504437066614627838e-03
8.185349582533874127e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.012972090393304825e-02 5.205745343118906021e-03 1.337526366114616394e-03
8.393091855407668845e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.784948848187923431e-03 4.488511476665735245e-03 1.120345434173941612e-03
8.602322605662486239e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.277207750827074051e-03 3.162536304444074631e-03 9.975435677915811539e-04
8.812935818875655968e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.796838922426104546e-03 1.896452507935464382e-03 9.999271715059876442e-04
9.024834707861316929e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.069043694064021111e-03 1.065757474862039089e-03 1.050424412824213505e-03
9.237930801084256018e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.171754091046750546e-03 6.692555616609752178e-04 1.054602093063294888e-03
9.452143127135217583e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.015550556592643261e-04 5.146612529642879963e-04 9.840143611654639244e-04
9.667397485302488349e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.286936113610863686e-04 4.331273667048662901e-04 8.771027205511927605e-04
9.883625793155304564e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.343307275325059891e-04 3.745213907677680254e-04 7.674653897993266582e-04
1.136851983991218549e+04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.747011069208383560e-04 1.926640543388202786e-04 6.333598284982144833e-04
1.114821719513452263e+04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.973152779508382082e-04 2.075496740872040391e-04 7.178645464591681957e-04
1.092859415029111733e+04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.146661667618900537e-04 2.162554155802354217e-04 8.317280444316565990e-04
1.070969251477487705e+04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.227409372106194496e-04 2.203653566539287567e-04 9.117671870626509190e-04
1.049155744408807732e+04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.241353890392929316e-04 2.251043188152834773e-04 9.334276546724140644e-04
1.027423776354993788e+04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.244803567416965961e-04 2.338800695724785328e-04 9.244763641618192196e-04
1.005778632773329264e+04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.288540512789040804e-04 2.464684948790818453e-04 9.285823325626552105e-04
9.842260419999987789e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.399300669319927692e-04 2.607929636724293232e-04 9.659109055064618587e-04
9.627722196857535891e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.551521560642868280e-04 2.748627157416194677e-04 1.028920640237629414e-03
9.414239182441360754e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.716072289738804102e-04 2.880352258216589689e-04 1.111494610086083412e-03
9.201884819107075600e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.872652352787554264e-04 3.002843004651367664e-04 1.193732838146388531e-03
8.990739080595101768e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.018909578211605549e-04 3.115672734566032887e-04 1.249365741387009621e-03
8.780889155089334963e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.172156961634755135e-04 3.209115529898554087e-04 1.276909257285296917e-03
8.572430205956809004e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.347869009710848331e-04 3.279737429693341255e-04 1.310630119405686855e-03
8.365466218796342218e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.542856524698436260e-04 3.333601343911141157e-04 1.364372088573873043e-03
8.160110943842963934e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.736682214774191380e-04 3.378238470759242773e-04 1.422282308340072632e-03
7.956488943398079755e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.904363933950662613e-04 3.410402277950197458e-04 1.449735253117978573e-03
7.754736754147707870e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.028673378750681877e-04 3.419688437134027481e-04 1.408050535246729851e-03
7.555004174177212008e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.126513471826910973e-04 3.413264348637312651e-04 1.313673099502921104e-03
7.357455683873233284e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.226022960618138313e-04 3.407265467103570700e-04 1.219283090904355049e-03
7.162272008814317815e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.352724158205091953e-04 3.420941939111799002e-04 1.177778700366616249e-03
6.969651830107512069e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.507558864541351795e-04 3.472109092399477959e-04 1.193009898997843266e-03
6.779813644307318100e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.655207253061234951e-04 3.569811233319342136e-04 1.221067970618605614e-03
6.592997768946581346e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.761897238902747631e-04 3.689971053972840309e-04 1.232841284945607185e-03
6.409468481840078312e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.824290030635893345e-04 3.795035008806735277e-04 1.227977918460965157e-03
6.229516270483578410e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.862292066216468811e-04 3.854374517686665058e-04 1.215062453411519527e-03
6.053460152045031464e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.899643340148031712e-04 3.873331297654658556e-04 1.224908512085676193e-03
5.881650003364374243e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.949062226340174675e-04 3.898698196280747652e-04 1.293149078264832497e-03
5.714468812674786022e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.007580134086310863e-04 3.960427711717784405e-04 1.383976661600172520e-03
5.552334730297689021e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.064961828291416168e-04 4.039600898977369070e-04 1.435565412975847721e-03
5.395702753021268109e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.104374817572534084e-04 4.088014247827231884e-04 1.430974574759602547e-03
5.245065827448287564e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.106589036993682384e-04 4.064296372234821320e-04 1.412025303579866886e-03
5.100955102866913876e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.068869890645146370e-04 3.977298329118639231e-04 1.411589561030268669e-03
4.963939008389924311e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.015744922682642937e-04 3.884602338075637817e-04 1.400922075845301151e-03
4.834620779909108023e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.975512369535863400e-04 3.838471020571887493e-04 1.354277017526328564e-03
4.713634031148932081e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.971752154640853405e-04 3.865690086968243122e-04 1.304298639297485352e-03
4.601635965622044750e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.027057581581175327e-04 3.964566858485341072e-04 1.326990197412669659e-03
4.499297881426415188e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.151947356760501862e-04 4.107939312234520912e-04 1.437219791114330292e-03
4.407292749052078761e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.317808340303599834e-04 4.258624685462564230e-04 1.551577704958617687e-03
4.326279857946701668e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.460147608071565628e-04 4.367480287328362465e-04 1.592718530446290970e-03
4.256886834927261589e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.502498337998986244e-04 4.380262689664959908e-04 1.559742377139627934e-03
4.199689717523562649e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.399488822557032108e-04 4.277591942809522152e-04 1.523361541330814362e-03
4.155192174033419178e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.194626377895474434e-04 4.120249068364500999e-04 1.532520749606192112e-03
4.123805325653034743e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.963115883991122246e-04 3.972396079916507006e-04 1.558998366817831993e-03
4.105829855870391839e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.752964109182357788e-04 3.852689987979829311e-04 1.559214317239820957e-03
4.101442103393432262e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.582687492482364178e-04 3.749908937606960535e-04 1.517620403319597244e-03
4.110685579099425013e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.451786030083894730e-04 3.648942802101373672e-04 1.459721359424293041e-03
4.133468835436389782e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.348327733576297760e-04 3.552043053787201643e-04 1.429471536539494991e-03
4.169569927176459714e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.271582096815109253e-04 3.475323901511728764e-04 1.432557939551770687e-03
4.218646965876560898e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.234186002984642982e-04 3.428060445003211498e-04 1.442565699107944965e-03
4.280253631419867816e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.251441081985831261e-04 3.403396403882652521e-04 1.433645607903599739e-03
4.353858077361676806e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.333744968287646770e-04 3.394977829884737730e-04 1.395850093103945255e-03
4.438863508714804084e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.454827380366623402e-04 3.412995429243892431e-04 1.343321288004517555e-03
4.534628807687378867e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.572585552930831909e-04 3.466156776994466782e-04 1.300587202422320843e-03
4.640487871142760014e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.655621691606938839e-04 3.539351746439933777e-04 1.281689037568867207e-03
4.755766712747884412e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.709175650030374527e-04 3.612989094108343124e-04 1.271149259991943836e-03
4.879797788458967261e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.789038307033479214e-04 3.714968624990433455e-04 1.232604379765689373e-03
5.011931361646997175e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.965522188693284988e-04 3.903038741555064917e-04 1.167941372841596603e-03
5.151543999639192407e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.287835469469428062e-04 4.193593049421906471e-04 1.122899004258215427e-03
5.298044476680443040e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.777096470817923546e-04 4.553826875053346157e-04 1.141363638453185558e-03
5.450877458285457578e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.418171200901269913e-04 4.945463151670992374e-04 1.217354787513613701e-03
5.609525376278892509e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.175878949463367462e-04 5.358713096939027309e-04 1.284496975131332874e-03
5.773508891844471691e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.982342598959803581e-04 5.775348399765789509e-04 1.279458636417984962e-03
5.942386305042547065e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.078488072380423546e-03 6.149580585770308971e-04 1.198686193674802780e-03
6.115752216346231762e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.151531469076871872e-03 6.439011194743216038e-04 1.095007639378309250e-03
6.293235689713015745e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.208918518386781216e-03 6.643644883297383785e-04 1.038962625898420811e-03
6.474498113708083110e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.239166129380464554e-03 6.777720991522073746e-04 1.061227521859109402e-03
6.659230909674607574e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.249751891009509563e-03 6.840096320956945419e-04 1.096141058951616287e-03
6.847153196815511365e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.292801462113857269e-03 6.944062188267707825e-04 1.097155502066016197e-03
7.038009491599991634e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.568935695104300976e-03 7.911978755146265030e-04 1.093259314075112343e-03
7.231567494025198357e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.634470118209719658e-03 1.249946770258247852e-03 1.185280620120465755e-03
7.427615993976505706e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.852421745657920837e-03 2.826709998771548271e-03 1.504582469351589680e-03
7.625962916683806725e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.195104606449604034e-02 6.055169273167848587e-03 2.037912607192993164e-03
7.826433516083958239e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.024043723940849304e-02 1.071956194937229156e-02 2.650517039000988007e-03
8.028868717470691081e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.775972336530685425e-02 1.519454736262559891e-02 3.077971283346414566e-03
8.233123606015666155e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.042062744498252869e-02 1.696876063942909241e-02 3.064519027248024940e-03
8.439066054594777597e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.597661502659320831e-02 1.451869588345289230e-02 2.608549548313021660e-03
8.646575482316618945e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.780875213444232941e-02 9.842384606599807739e-03 2.067363122478127480e-03
8.855541734326414371e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.818951599299907684e-03 5.327079910784959793e-03 1.674657338298857212e-03
9.065864072914526332e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.400317091494798660e-03 2.370750531554222107e-03 1.448715338483452797e-03
9.277450270179037034e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.781827770173549652e-03 1.019481918774545193e-03 1.285892329178750515e-03
9.490215792798811890e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.950772462412714958e-04 5.906520527787506580e-04 1.112052355892956257e-03
9.704083069877158778e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.045977352187037468e-04 4.447411338333040476e-04 9.307672735303640366e-04
9.918980835726310033e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.010896129533648491e-04 3.735700156539678574e-04 7.682468276470899582e-04
1.143921504244096286e+04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.358666726853698492e-04 1.806289365049451590e-04 6.006668554618954659e-04
1.121983146887207477e+04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.558264870662242174e-04 1.929332356667146087e-04 6.552730337716639042e-04
1.100115974378517058e+04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.731692559085786343e-04 1.988854492083191872e-04 7.541042868979275227e-04
1.078324317341112874e+04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.828164481092244387e-04 2.009135496336966753e-04 8.445966523140668869e-04
1.056612848073245732e+04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.857465635519474745e-04 2.043105923803523183e-04 8.851069724187254906e-04
1.034986612988095294e+04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.862872836180031300e-04 2.119379496434703469e-04 8.858477231115102768e-04
1.013451068565105561e+04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.893446701113134623e-04 2.230131649412214756e-04 8.920517866499722004e-04
9.920121211984345791e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.983142960350960493e-04 2.352424053242430091e-04 9.402714786119759083e-04
9.706761713888838131e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.113420145586133003e-04 2.469271130394190550e-04 1.023396383970975876e-03
9.494501627925152206e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.254909581504762173e-04 2.576733240857720375e-04 1.120490720495581627e-03
9.283416366500712684e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.387144872453063726e-04 2.677951415535062551e-04 1.200129394419491291e-03
9.073587922053209695e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.511219740379601717e-04 2.778460038825869560e-04 1.240100129507482052e-03
8.865105537732346420e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.649803740903735161e-04 2.876468061003834009e-04 1.261246041394770145e-03
8.658066451441807658e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.819805617444217205e-04 2.968294429592788219e-04 1.312052598223090172e-03
8.452576720902314264e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.020527751184999943e-04 3.058641741517931223e-04 1.393601996824145317e-03
8.248752137570962077e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.231958930380642414e-04 3.147291427012532949e-04 1.459861407056450844e-03
8.046719237479383992e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.421896930783987045e-04 3.213725285604596138e-04 1.459467690438032150e-03
7.846616417217701382e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.556865944527089596e-04 3.227734123356640339e-04 1.375557039864361286e-03
7.648595162497005731e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.644185584969818592e-04 3.200862265657633543e-04 1.260651857592165470e-03
7.452821396379144971e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.711836856789886951e-04 3.159859334118664265e-04 1.167862908914685249e-03
7.259476951923480556e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.793098243884742260e-04 3.129216493107378483e-04 1.121215522289276123e-03
7.068761171826981808e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.902524571865797043e-04 3.127871896140277386e-04 1.099963672459125519e-03
6.880892633217525145e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.020963191986083984e-04 3.176264290232211351e-04 1.077688997611403465e-03
6.696110989939452338e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.118636811152100563e-04 3.268095024395734072e-04 1.073596184141933918e-03
6.514678916165085866e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.187507533468306065e-04 3.371299535501748323e-04 1.108395052142441273e-03
6.336884123982499659e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.239003269001841545e-04 3.443269524723291397e-04 1.165963243693113327e-03
6.163041412122829570e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.289301090873777866e-04 3.469815419521182775e-04 1.225423533469438553e-03
5.993494683281219295e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.343295681290328503e-04 3.482429892756044865e-04 1.290177693590521812e-03
5.828618842552501519e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.392990471795201302e-04 3.508120717015117407e-04 1.345287193544209003e-03
