# distance(pc) r21 r21err co21(Jy/b.km/s) peak(Jy/b) disp(km/s) w1(Jy/b) w2(Jy/b) w3(Jy/b)
8.135536883634480546e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.387473505223169923e-04 1.220817794091999531e-04 6.289994926191866398e-04
8.325139527028166412e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.335472090635448694e-04 1.184382272185757756e-04 6.512794061563909054e-04
8.517092296046119372e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.296929160365834832e-04 1.168089729617349803e-04 6.612017168663442135e-04
8.711239836710661621e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.274486032547429204e-04 1.191009505419060588e-04 6.665012333542108536e-04
8.907438637917139204e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.291765267727896571e-04 1.270017237402498722e-04 6.926770438440144062e-04
9.105556104340959791e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.375921758357435465e-04 1.402232446707785130e-04 7.490111747756600380e-04
9.305469689374649533e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.484778233338147402e-04 1.525465631857514381e-04 7.925784448161721230e-04
9.507066088100051275e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.535178791731595993e-04 1.560361852170899510e-04 7.875245064496994019e-04
9.710240489518211689e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.455674984958022833e-04 1.456599711673334241e-04 7.402013288810849190e-04
9.914895885796575385e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.248635428259149194e-04 1.244208106072619557e-04 6.947073270566761494e-04
1.012094243602758797e+04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.011130563914775848e-04 1.042606018017977476e-04 6.975185824558138847e-04
1.032829688139362770e+04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.866787206381559372e-04 9.490791126154363155e-05 7.323329336941242218e-04
1.053688200850342037e+04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.908156991703435779e-04 9.839872654993087053e-05 7.457429892383515835e-04
1.074662615757242929e+04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.232833066955208778e-04 1.153888224507682025e-04 6.957527948543429375e-04
1.095746277215712325e+04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.962431462947279215e-04 1.518824137747287750e-04 5.917199305258691311e-04
1.116932998722699995e+04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.077930934727191925e-04 2.108538028551265597e-04 4.942198866046965122e-04
1.138217025249798462e+04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.146716139279305935e-04 2.703519421629607677e-04 4.481466894503682852e-04
1.159592998805797470e+04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.606364575214684010e-04 2.976765681523829699e-04 4.475214518606662750e-04
1.033190800612172097e+04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.696084604598581791e-04 1.644371659494936466e-04 9.064373443834483624e-04
1.012283196897684684e+04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.688954457174986601e-04 1.664074516156688333e-04 8.951438940130174160e-04
9.914991494069292457e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.712387115228921175e-04 1.733170647639781237e-04 8.814394823275506496e-04
9.708465934877469408e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.780715051107108593e-04 1.838910975493490696e-04 9.000415448099374771e-04
9.503341018375083877e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.920021699741482735e-04 1.963660761248320341e-04 9.186888346448540688e-04
9.299709427293711997e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.160321841482073069e-04 2.106840402120724320e-04 9.077725117094814777e-04
9.097671436500775599e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.490608407650142908e-04 2.260107721667736769e-04 8.800182840786874294e-04
8.897335607407481803e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.779989540111273527e-04 2.358048805035650730e-04 8.731948328204452991e-04
8.698819544139601931e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.838148015551269054e-04 2.332361327717080712e-04 8.851767634041607380e-04
8.502250714654857802e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.588669107761234045e-04 2.177522983402013779e-04 8.807839476503431797e-04
8.307767339510308375e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.129476728849112988e-04 1.954539475264027715e-04 8.404650143347680569e-04
8.115519349738998244e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.656544722616672516e-04 1.737421116558834910e-04 7.905269740149378777e-04
7.925669413826062737e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.344257129356265068e-04 1.568391890032216907e-04 7.847651722840964794e-04
7.738394031584988625e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.192077856510877609e-04 1.440795313101261854e-04 8.411158923991024494e-04
7.553884689722741314e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.155058657284826040e-04 1.360413880320265889e-04 9.616759489290416241e-04
7.372349069790139765e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.199557249899953604e-04 1.349950762232765555e-04 1.118573360145092010e-03
7.194012294185285100e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.314369241707026958e-04 1.427607494406402111e-04 1.231542089954018593e-03
7.019118188883771836e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.477185964584350586e-04 1.578794472152367234e-04 1.208761474117636681e-03
6.847930533074931191e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.621717623900622129e-04 1.735062687657773495e-04 1.096951542422175407e-03
6.680734255717175984e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.689787699840962887e-04 1.838059397414326668e-04 9.997235611081123352e-04
6.517836525741212427e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.656791523098945618e-04 1.849169202614575624e-04 9.970278479158878326e-04
6.359567668169393073e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.541386104188859463e-04 1.757229038048535585e-04 1.093094004318118095e-03
6.206281821065417716e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.397745313122868538e-04 1.603265263838693500e-04 1.218450954183936119e-03
6.058357229803443261e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.283105324953794479e-04 1.481233630329370499e-04 1.296308240853250027e-03
5.916196055596430597e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.224471875000745058e-04 1.451971911592409015e-04 1.301161828450858593e-03
5.780223557447356143e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.220418293494731188e-04 1.514738542027771473e-04 1.250735484063625336e-03
5.650886491473922433e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.245071857236325741e-04 1.612395135452970862e-04 1.182114356197416782e-03
5.528650564387711711e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.261422680225223303e-04 1.664769370108842850e-04 1.123826834373176098e-03
5.413996780901088641e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.258002398069947958e-04 1.648709585424512625e-04 1.087023527361452579e-03
5.307416544764895662e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.253957838751375675e-04 1.593951310496777296e-04 1.080779125913977623e-03
5.209405414266198022e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.277971991337835789e-04 1.537945208838209510e-04 1.098945504054427147e-03
5.120455479158630624e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.341251867823302746e-04 1.491107541369274259e-04 1.109475619159638882e-03
5.041046420185002717e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.437751729506999254e-04 1.464713132008910179e-04 1.091751153580844402e-03
4.971635430969661684e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.608522529248148203e-04 1.513156166765838861e-04 1.076361630111932755e-03
4.912646319200861399e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.981703193858265877e-04 1.720091240713372827e-04 1.096019637770950794e-03
4.864458243935046085e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.691475478466600180e-04 2.146425104001536965e-04 1.144233392551541328e-03
4.827394670670762935e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.690978141501545906e-04 2.755005843937397003e-04 1.187748857773840427e-03
4.801713210457128298e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.539641181007027626e-04 3.299994568806141615e-04 1.221833168528974056e-03
4.787597033370533609e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.772241322323679924e-04 3.508638474158942699e-04 1.272234949283301830e-03
4.785148493174381656e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.287022843025624752e-04 3.300467506051063538e-04 1.345095923170447350e-03
4.794385466219669979e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.402145325206220150e-04 2.839161606971174479e-04 1.417433377355337143e-03
4.815240704804412417e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.593693593051284552e-04 2.395044866716489196e-04 1.454555080272257328e-03
4.847564258611640071e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.104728577658534050e-04 2.122382866218686104e-04 1.431372365914285183e-03
4.891128764150232200e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.863680176436901093e-04 2.002767287194728851e-04 1.343589508906006813e-03
4.945637176754906250e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.748448798432946205e-04 1.988939911825582385e-04 1.217839075252413750e-03
5.010732354836228296e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.688584838528186083e-04 2.037195663433521986e-04 1.115018036216497421e-03
5.086007818638770914e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.677422355394810438e-04 2.088627079501748085e-04 1.092506456188857555e-03
5.171018998537470907e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.709414741024374962e-04 2.090224734274670482e-04 1.129677519202232361e-03
5.265294349678256367e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.745417925529181957e-04 2.046220179181545973e-04 1.169079798273742199e-03
5.368345820530826131e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.733202756848186255e-04 1.984815025934949517e-04 1.182016683742403984e-03
5.479678299371470530e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.648203273769468069e-04 1.920575305121019483e-04 1.176912919618189335e-03
5.598797802857074203e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.520488680806010962e-04 1.859649346442893147e-04 1.167007954791188240e-03
5.725218298756164586e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.419060667511075735e-04 1.818429882405325770e-04 1.144004752859473228e-03
5.858467159543396519e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.379222762305289507e-04 1.807340740924701095e-04 1.098701497539877892e-03
5.998089321769983144e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.399983688723295927e-04 1.822048361646011472e-04 1.042746356688439846e-03
6.143650277121351792e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.464145411271601915e-04 1.854011934483423829e-04 1.004038262180984020e-03
6.294738049227787997e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.554155991878360510e-04 1.898596237879246473e-04 1.003263867460191250e-03
6.450964319866803635e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.634527383837848902e-04 1.943034003488719463e-04 1.012238208204507828e-03
6.611964864780412427e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.656858461908996105e-04 1.966451236512511969e-04 9.913246612995862961e-04
6.777399446795357107e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.585423983167856932e-04 1.946430566022172570e-04 9.323337581008672714e-04
6.946951297031879221e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.433878009673207998e-04 1.871931017376482487e-04 8.623320027254521847e-04
7.120326295990539620e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.264152910560369492e-04 1.752812240738421679e-04 8.055338985286653042e-04
7.297251946995397702e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.126669325865805149e-04 1.629591861274093390e-04 7.549535366706550121e-04
7.477476216996892617e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.020654257852584124e-04 1.531571469968184829e-04 7.077507325448095798e-04
7.660766303546960444e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.929453330580145121e-04 1.470799907110631466e-04 6.736108334735035896e-04
7.846907373377908698e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.844011760316789150e-04 1.438548933947458863e-04 6.566852098330855370e-04
8.035701306367531288e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.762265794444829226e-04 1.408501702826470137e-04 6.499534356407821178e-04
8.226965469537659374e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.679794852156192064e-04 1.365082280244678259e-04 6.471921806223690510e-04
8.420531538148501568e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.598227001726627350e-04 1.323005853919312358e-04 6.522848270833492279e-04
8.616244375175832829e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.535373205319046974e-04 1.311146043008193374e-04 6.751395994797348976e-04
8.813960975834608689e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.523386792745441198e-04 1.350846869172528386e-04 7.287056068889796734e-04
9.013549480699897686e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.587125054560601711e-04 1.441576750949025154e-04 8.063188870437443256e-04
9.214888258079088700e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.676390868145972490e-04 1.534346374683082104e-04 8.596451370976865292e-04
9.417865054824798790e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.707288658712059259e-04 1.564222038723528385e-04 8.519553230144083500e-04
9.622376213343963173e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.612272219266742468e-04 1.480244245612993836e-04 7.929911371320486069e-04
9.828325951728551445e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.397248026682063937e-04 1.294234098168089986e-04 7.354777771979570389e-04
1.003562570356411379e+04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.160453441319987178e-04 1.104902839870192111e-04 7.305359467864036560e-04
1.024419351345759787e+04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.025950670940801501e-04 1.011633066809736192e-04 7.543360698036849499e-04
1.045395348446519893e+04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.097748947562649846e-04 1.053603555192239583e-04 7.486946415156126022e-04
1.066483527340924047e+04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.506037999410182238e-04 1.265502214664593339e-04 6.780495750717818737e-04
1.087677363038839394e+04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.431102668400853872e-04 1.740990264806896448e-04 5.622048629447817802e-04
1.108970797872311232e+04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.883456858806312084e-04 2.522119611967355013e-04 4.633234930224716663e-04
1.130358203197230250e+04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.310648168437182903e-04 3.321910335216671228e-04 4.205832956358790398e-04
1.151834344480251275e+04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.958852754905819893e-04 3.710137098096311092e-04 4.275697865523397923e-04
1.028914629264026371e+04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.130384477321058512e-04 1.886986574390903115e-04 9.227300179190933704e-04
1.007866152329838042e+04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.122416139580309391e-04 1.918677153298631310e-04 9.142564376816153526e-04
9.869358131256358320e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.156359646003693342e-04 2.006814465858042240e-04 9.263241663575172424e-04
9.661312896944749809e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.243489529471844435e-04 2.120138378813862801e-04 9.757353109307587147e-04
9.454608876402331589e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.412060370668768883e-04 2.239847963210195303e-04 1.017106696963310242e-03
9.249335990134561143e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.698095726780593395e-04 2.377274504397064447e-04 1.017989707179367542e-03
9.045591669243092838e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.090258782729506493e-04 2.538223052397370338e-04 9.946856880560517311e-04
8.843481563654611818e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.433432525023818016e-04 2.655592106748372316e-04 9.855109965428709984e-04
8.643120317034587060e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.501243285834789276e-04 2.633863769005984068e-04 9.844851447269320488e-04
8.444632412801835017e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.203833570703864098e-04 2.450332394801080227e-04 9.552378905937075615e-04
8.248153095146490159e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.657745012082159519e-04 2.175464032916352153e-04 8.852333994582295418e-04
8.053829368213580892e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.092266026418656111e-04 1.907149271573871374e-04 8.123914012685418129e-04
7.861821075177068451e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.709543670993298292e-04 1.701786241028457880e-04 8.017710060812532902e-04
7.672302057086004424e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.516889992170035839e-04 1.545990817248821259e-04 8.660140447318553925e-04
7.485461388625390100e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.475518315099179745e-04 1.444494555471464992e-04 9.934103582054376602e-04
7.301504684069992436e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.552241832949221134e-04 1.428166724508628249e-04 1.146044232882559299e-03
7.120655461757783996e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.723306872416287661e-04 1.522768288850784302e-04 1.254457980394363403e-03
6.943156548619863315e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.942166804336011410e-04 1.713660312816500664e-04 1.255612703971564770e-03
6.769271497707564777e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.125368432141840458e-04 1.920900103868916631e-04 1.192678115330636501e-03
6.599285980754839329e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.209303879179060459e-04 2.074941003229469061e-04 1.138177118264138699e-03
6.433509104264504458e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.165793070569634438e-04 2.124492748407647014e-04 1.144220703281462193e-03
6.272274581365099948e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.011377168353646994e-04 2.051228511845692992e-04 1.211967901326715946e-03
6.115941672534550889e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.814320079982280731e-04 1.902966614579781890e-04 1.290364190936088562e-03
5.964895786694227354e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.661699884105473757e-04 1.787750225048512220e-04 1.328275189734995365e-03
5.819548610934793032e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.595852176658809185e-04 1.768752699717879295e-04 1.315819681622087955e-03
5.680337613815192526e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.608890110626816750e-04 1.837599847931414843e-04 1.271633198484778404e-03
